text	label
এদের কে রাজাকার উপাধি দেওয়া হক	Political
সরকারের উচিত ভারত সরকারের মতো সাড়াসি অভিজান চালানো 	Geopolitical
 রেন্ডিয়ার কুওার বাচ্ছারাতো অবশ্যই জাকীর নায়েককে নিষিদ্ধ করবে কারণ তাদের মনে ভয় যদি ড জাকির নায়েক যব বিধর্মীকে মুসলিম বানিয়ে ফ্যালে তাহলে রেন্ডিয়ার কী হবে এই ভয়ে রেন্ডিয়ার কুওা সরকার ড জাকীর নায়েককে নিষিদ্ধ করছে  	Geopolitical
খানকির পোলা এ হেডালির পোলা বেশি উম্মাত  	Personal
কি আমাদের দেশ বসুন্ধরা তারি মাঝে এই খানকি মাগি হইছে আচুদা  চোদা নেওয়ার শখ বাড়ছে কুত্তা দিয়া চুদা নে চুতমারানি  	Gender abusive
নারায়ণগঞ্জ সিটি নির্বাচনে রাজাকারদের পক্ষে নয় মুক্তিযুদ্ধের পক্ষের শক্তিকে ভোট দিন 	Political
শালা আজাইরা ভিডিও বানাও কেন 	Personal
মালাউন এর বাচ্চা তুই কি জানোছ  তুই বাংলা ছাইরা তোর মুদি বাবার কাছে যা মাদারচুদ কনে কার	Religious
কোন মাদারচুদ এইটা বলছেরে   যে দেশে ইসলাম বিরোধী রেন্ডিয়া কথায় চলে ফেরাউন হাসু দ্বারা পরিচালিত এদেশে আবার শান্তি  	Geopolitical
তোমাদের এ শো থেকে জেচিকা শনাম নের চটি দেখা অনেক ভাল 	Personal
রাজাকার ও জঙ্গি জানোয়ারদের সিন্ডিকেট নাকি সর্বশক্তিমান মহাপ্রভুকেও কিনতে পারে তারা 	Political
ভারতীয় ছবি বাংলাদেশে বন্ধ করতে হবে এমন কোন আন্দোলন প্রথম আলোয় ছাপা হয় না	Geopolitical
আন্তর্জাতিক ডেস্ক নোট বাতিল কাণ্ডে ভারতজুড়ে দেখা দিয়েছে নৈরাজ্য  তাতে বাদ যাবেন কেন মন্ত্রী এমপিরা  এবার মহারাষ্ট্রের সমবায়মন্ত্রী সুভাষ দেশমুখের গাড়ি থেকে লাখ টাকার মূল্যমানের নিষিদ্ধ ও এক হাজার টাকার নোট উদ্ধার করা হয়েছে  খবর আনন্দবাজার পত্রিকার 	Geopolitical
দেশের মুক্তিযোদ্ধারা না খেয়ে দিন কাটায় আর ভারতের জন্য লাখ লাখ টাকা বাজেট করে এই হলো মুক্তিযুদ্ধের চেতনা ব্যবসা	Geopolitical
ভারত সবদেশের শএু আর জারা পাকিসতান বাংলাদেশ বিরোদিতা করে তারা রাজাকার  	Geopolitical
ইন্ডিয়ার সব মানুষ নাকি শিক্ষিত  হাহাহা  ফহিন্নিরে কোনো দিন মানুষ হয় 	Geopolitical
যখন বাংলাদেশি মারে তখন বাংলাদেশ কঠোর জবাব দিতে পারেনা ভারত পাকিস্তানের একটা কাক মারলে তার বদলা হিসাবে ভারতের টা সেনাকে খতম করবে যা করতেছে	Geopolitical
করছে আর শালা ভারত বাংলাদেশের সাধা	Geopolitical
বদরুচ্ছুদা আর মাহী বাল চৌধুরী  একটা বেইমান জাতীয় বাইমান 	Political
বাংলাদেশে ভারতের কয়কুটি আছে দুষ্টরা এটা বলতে পারছনা ধরাখাবি তাই একথা না বলে যত দুষ নন্দ গুষ আল্লাহ একদিন বিচার নিশ্চিত করবেন 	Geopolitical
পাকিস্তানের সাত সেনা নিহত হওয়ার দিনটিতে ভারতীয় সেনা নিহত হয়েছিল বলে দাবি করেছেন পাক সেনাপ্রধান জেনারেল রাহিল শরীফ  চলতি মাসের তারিখে ভারতীয় বাহিনীর বিনা উসকানিতে গুলিবর্ষণের জবাব দিলে এ ঘটনা ঘটে বলে জানান তিনি 	Geopolitical
আমরা কাউরে জামাতের আমির হইতে দিমুনা   আমির হইলেই রাজাকার বানাইয়া দিমু   তারপর মুহাহাহা	Political
রহস্য তো আছে সেটা হল ভারত সরকার কারন মুদী কিছু না বল্লেতো হাচিনা প্রসাব ও করতে যায় না মিয়ানমার মুসলিম গনহত্যায় আমার মনে হয় ভারত উসকানি দেয় যেখানে ভারত উসকানি দেয় সেখানে শেখ হাচিনা কিভাবে সাহায্য করবে	Geopolitical
মাদার চোদ আরেক জনের গান নিয়ে মজা চোদাও  	Personal
এই বেশ্যার ছেলেকে ফাসি দেয়া দরকার 	Personal
হাছিনা স্বৈরাচার মুক্ত বাংলাদেশ ছাই নিরপক্ষে নির্বাচন ছাই	Political
 সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা   তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা 	Geopolitical
 যদি অন্যদল ক্ষমতায় আসে তবে এই সরকারের প্রতিটারেই ফাসি হবে কেউ যদি মারাও যায় তবে তার মরনোত্তর ফাসি হবে এই ভয়ে হাসিনা সরকার এখন থেকেই কাদা শুরু করে দিয়েছে  	Personal
আরে ভিকারী চুদা রা তোরা কী ভুলে গেলী জে তোদের সাধীনতা আমরা দীয়ে ছিলাম  	Geopolitical
দেশটাই ভারতকে দিয়ে দে রে	Geopolitical
পারফর্ম করে কি শুভাগত শুভাশিস নুরুল হাসান চান্স পাইসে  তাহলে নাফিজ নাসির আল আমিন তো ইন্টারন্যাশনাল পর্যায় ও প্রিমিয়ার লিগে ভাল করেছে তাহলে দলের বাহিরে কেন তারা  ভারতের দালাল পাপন ও নান্নু  ভারত থেকে প্রেসক্রিপশন আনা হয় বাংলাদেশ দল ঘটন করার আগে এর মাঝে উল্লেখ থাকে হিন্দু কোটা জন বাধ্যতামূলক চান্স দিতে হবে 	Geopolitical
পাকিস্তানের জন সৈন্য ভারতের সৈন্যের সমান তার পরেও ভারত পিছু হটবে কেননা মুসলমানদের সাথে আল্লাহ আছে  আর আমরা সেই জাতী আমাদের রুখবে কে  এমন শক্তি কার  	Geopolitical
রাজাকারের সন্তানরা এটাই প্রমান যে আল্লা পাখ তাকে বাঁচিয়ে রাখবেন ইনশা আল্লাহ্র  	Political
 তোর মারে মনে হয় চুদছে নারে রেন্ডিয়ার রেপিস্ট পোলা 	Geopolitical
তুরে চুদতে হলে শিবিরের পুলা লাগবে মাগি শালি রাজাকারের গোলাম 	Gender abusive
কাটা দিমো  তকে আমার ভালো লাগেনা আমি তর মাকে চুধ ভো  মাগি 	Gender abusive
আরে মাগি কি করে বুদার এত জুর নাকি 	Gender abusive
সনিকা মাগী বাঙালি নামের কলঙ্ক 	Personal
মা ছেলের চূদো চুদবে দিও ধোনটা ধরে আস্তে আস্তে বের করতে হবে বের  	Gender abusive
১৯৭১ এ ভারত সাহায্য না করলে আজকে এই বাংলা ভাষায় কথা বলতে পারতি না  ফাকিস্তানের পা চাটতি 	Geopolitical
ইন্ডিয়া ইচ্ছে চারালের দেশ 	Geopolitical
ভারত তাদের সার্থে যুদ্ধ করেছে বাংলাদেশের জন্য নই	Geopolitical
 বাংলাদেশের মিডিয়া এখন মালাউন দেশের খবর প্রচার করেনা কেন   	Religious
তুমি পাকিস্তানের রাজাকার নাকি ভাই এদের মতু লোচ্চা আর কোনু দেশ নাই  	Geopolitical
 মালাউন মরলে ফেলানীর আত্মা শান্তি পাবে 	Religious
ভারত এর হাতির কত সম্মান আগেই তো দেখেছি এই বাংলাদেশ এ  আর আজ সেই ভারত ট্রেন এক্সিডেন্ট করছে আ হা রে আজ থেকে দশ দিন না খেয়ে থেকে শোক প্রেরেকাশ করতে হবে  আর মায়ানমার এ তো এগুলো কি মানুষ ওরা তো মুসলমান ওদের জন্য মুসলমানরা শোক প্রকাশ করবে	Geopolitical
 জয় খানকির পোলা তোর রেন্ডিয়াতে মুসলিমদের কেন মারছে তোর মুদির মাকে চুদি তোরাত মরলে পোরে তোকে পেলে জেন্ত পোরা দিব   মালুর বাচ্চা  শেখ হাসিনা বেক্তিগত ভাবে রেন্ডিয়ার পুজা করতে পারে আমরা যারা আওমিলিগ করি  জন রেন্ডিয়ার মাকে চুদি  	Geopolitical
ভাই তোমারে তো চুরের মত লাগে 	Personal
এই তোমাদের রেট কত  তোমরা কি দুজনে একসাথে আসবা 	Gender abusive
 যে মালাউনের কারণে এই ঘটনা তার খবর কি   তার তাদের শাস্তি হবে তো    	Religious
খানকির পোলা ফুটবলের কিছুই বোঝে না	Gender abusive
 মালাউনদের কেন পিটাই বুজসতো আরো পিটামু 	Religious
 এই ঘটনার অন্তরালে জামায়াত শিবিরের ভূমিকা রয়েছে  কেউ রাগ করবেন না একটু ফান করলাম  	Political
ভারত দশ কুটি কিনলে লাভ মালাউন কোন কাজে আসবেনা  বড় বাপ পাক আর চীন	Religious
ভাই কুত্তালিগের দালালি ছারেন সত্তকে প্রকাশ করেন জাতির জনক হল জিয়াউর রহমান 	Political
পাকি ও ইন্ডিয়ান দালাল অথবা প্রাচীন ও নব্য দালাল উভয় সমান দোষী  	Geopolitical
ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দাদার দাদা গাঙুলি	Geopolitical
আগের সেনা আছিলো পাগল আর এখন এটা পাগল নিউজপেপার জে লিখেছে ওই সালায় একটি ছাগল শালার পো ওই সেনা ভারত চুদেনা মাদার চোদ এই রকম লিকলে তোর নিউজ পেপারে গায়ে জুতা মারি খানকির ছেলে ওরা বয় পায় বলে সেনা বাতিল করেছে তুই শালা বুঝোস নাই ওরা আমাদের সাথেই পারেনাই আরতো ভারত ভারতের একটি বাল আর রাজাকার সমান কথা মাদার চোদ	Political
মাহি তুই খানকির পোলা তোর বাপ মাগির পোলা শালা দালাল 	Political
 খালেদা জিয়া মুসলিমের বন্দু আল্লাহ আপনাকে হেফাজত করক  বরতমান প্রদান মন্তি নাকি মুসলিম এখন ও একটি পটিবাট করিনি 	Personal
সড়ক মহাসড়কের মহা দুর্ণীতির মহানায়ক অক্সিজেন কাদের কোরআনের পরিবর্তে মহাভারত পাঠের প্রচারণার জন্য মহা পুরষ্কার পেয়েছেন এখন সালমান এফ রহমানের মত নতুন নতুন দরবেশী নসিহাতনামা পেশ করবেন 	Geopolitical
নদীতে বাঁধ দিয়ে স্রোতের ধারা পরিবর্তন করা যায় কিন্তু স্রোতকে আটকানো যায় না ভারতের মাটিতে ডঃ জাকির নায়েককে নিষিদ্ধ করলেও তিনি তার জ্ঞ্যান দিয়ে কোরআন ও হাদিসের যে আলো ছড়িয়েছেন তা যুগের পর যুগ দ্বীনের আলো ছড়িয়ই যাবে  ইনশাআল্লাহ  	Geopolitical
আচ্ছা এই 72 হুরেরা কি বেশ্যাবৃত্তি করে  	Religious
আর জেই ভারত শাসন করেছিল মুসলমানেরা সেই ভারতে আজ মুসলমানদের কি অবস্থা সেটা চোখে পড়েনা আপনাদের  নিজের বেলায় আনা আর অন্যের বেলায় কাচকলা এটাতেই প্রমান হয় আপনারা কত বড় সার্থপর 	Geopolitical
এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না	Political
মায়ান মারে মুসলিম মেরে শেস করে ফেলল তার কোন খবর নাই ভারতে ট্রেন দুর্ঘটনায় হিন্দু মরেছে কিনা তা নিয়ে সরকারের মাথা বেথা হাসাইলি মুরে হহহহহাহাহা	Geopolitical
তুই কয়টা ভোট পাবি রে বিএনপি এর সাথে না থাকলে   তর মত বোয়াদব নাই পাথ   	Political
হালার গরের হালা বাবা খোর	Personal
এটা আমদের সরকারের ভুল সিদান্ত  পেরাই একশ কোটি টাঁকা বিনা স্বার্থে দেয়ার মত সময় বাংলাদেশ এর এখনো হই নাই   ভারত আমাদের চির শত্রু ওরা স্বার্থ ছাড়া পুজা পর্যন্ত দেয় না  আর যে জন্য এই আয়োজন তা তারা অনেক আগেই নিয়ে নিছে   যেমন আসাম কলকাতা নিয়ে নিছে জুদ্দ করল বাংলাদেশ ক্ষতি পুরন নিল ভারত আর কি চায় ওরা  ম্যাস তা নিএও প্রতারনা	Geopolitical
শেষের কথা টা মাদার চোদে কি বলে 	Personal
কারণটা কি  আমি তো জানি ইট মারলেই পাটকেল খেতে হয়  এটা তো আর ভারত না যে ইচ্ছা করলেই দেশটাকে ভেঙে ভেঙে পাকিস্তান বানানো যাবে  আবার কাশ্মীর দখলের দুঃসাহস দেখানো যাবে  বৌদ্ধরাই মুসলিমদের জন্য উপযুক্ত হাতিয়ার 	Geopolitical
ভারত আমার শত্রু কারন তারা হিন্দু মুসলিম দের উপর অতাচার করছে  	Geopolitical
খানকির পোলারা হুশিয়ারি মারাও আগামী কাল বাছবি কিনা সেকতা বলতো পারনা 	Gender abusive
বাংলায় ভোদা বললে দোষ আর ইংলিশ এ গুদ শুনতে খুব ভালো লাগে একেবারে মন ভইরা সোনা খারায়া যায় না 	Personal
আমার হাতে পতিদিন ভারতেরর মানুষ মার খাই আমি একজন বাংলাদেশি	Geopolitical
শুধুমাত্র ভারতীয় দালালদের জন্য কোনো সীমান্ত নেই এমন ভালোবাসা দেখিয়া আমি যারপরনায় খুশি	Geopolitical
 আসলো একটা খানকি মুসলমান মারো বাম্ সেখাবো কোন দূঃখ নাই ওর দুঃখো ভারতো মালাউন মরলো  	Religious
 তর মিটিয়াী গুসটি চুদি তরে কে বলছে বডারে গিয়ে সবাদ হছার করার জন মালাউনের বাছা 	Religious
 মাগির বেটা তুই ও কি মালুর বির্যে জন্ম নাকি খানকি মাগির দালাল  রাজাকাররা চুদে কিন্তু তোরে জন্ম দিছে তা হইত তুই জানস না  তোর বেইস্যা মাকে জিজ্ঞেস করিস তোর জন্ম কার চোদায়  আর তুই খানকির বেটা হইলি নামার ওয়ান রাজাকার  খানকির ছেলে শালির চাওয়াল 	Gender abusive
ভারতের বিরোধী দলের সাথে জনগনের কোন সম্পর্ক নাই	Geopolitical
হ্যালো লুইচ্চা আজাদ 	Personal
ভারত এমন একটি দেশ যার চার পাশের প্রতিটা দেশের নাগরিক রা গৃনা করে  এবং কি সংখা ঘনিস্ট হিন্দু দেশ নেপাল ও 	Geopolitical
বড় বাল ফালাইছে কেন কিনলেবা কি  মালাউন এর বাচ্চারা  	Religious
শামীম হাসান সরকার আমি মনে করি না আপনার আছে দরকার 	Personal
বাঁশ বাগানের মালিক কি চেটের বাল	Personal
 সরকাররে আসলে বলদে চুদে তাই এমন আকাম কু কাম শুরু করছে  এতোদিন শুনলাম না তার নাম রাজাকারে আছে এখন বেটা মাত্র বসলো চেয়ারে আর শুরু হলো তদন্ত  	Political
তোমাদের ধরমে শুধু লুচ্চামি আর লুচ্চামি তোমাদের দেবীরা বিয়ের আগে সন্তানের মা হয় ছি 	Religious
মালাউন রা দেখ আল্লাহর গজব কি ভাবে হয়	Religious
ভারতের কথা আমি বলবো সারা জীবন বললেও হারামী দের কথা বলা শেষ হবে না	Geopolitical
বাল চৌধুরী এতো কথা বলে ক্যান  সরকারের দালাল 	Political
অশ্লীলতা আর বেহায়াপনা ছাড়া আর কিছুই না 	Personal
শালা তুই হলি খাঠি রাজাকারে আওলাদ	Political
ঐ খানকির পুলা নোংরামীর আর জায়গাপাস নাই তরা কি ভালো বাবামার চুদার নাকি অন্য কোন ধর্মের চুদার খানকির পুলা সবাই দেখুন এই লিংক এ নিয়ে যাবে ভাইয়েরা বিশ্যাস করবে না এখনই আমি আপনারা যখন দেখতে চাইবেন তখন আপনাদের এই পেইজটাতে নিয়ো যাবে দেখেন	Gender abusive
এইতো সেদিন একজন মুক্তিযোদ্ধাকে পিটিয়ে আহত করল আওয়ামিলীগের লোকজন বিচার হল  কি অদ্ভূত নিজের দেশের মুক্তিযোদ্ধাকে পেটাবে আর ভিনদেশের মুক্তিযোদ্ধাদের সম্মাননা দেব এটা ভারতকে তেল মারার চেষ্টা ছাড়া আর কিছুই নয় 	Geopolitical
 ভারত বাংলাদেশের প্রতিবেশী বাংলাদেশের জন্য সবথেকে বড়	Geopolitical
রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির  সম্রাট ভাই এর চুলের কাছেও নাই	Personal
সামনে জুতা পেটা অপেক্ষা করতেছে মাহি   	Political
 কিসের সংবিধান আমার সোনার সংবিধান এই আওয়ামি হায়নার সংবিধান কে মানে  আর খালেদা জিয়া যদি এইবার আন্দোলনের ডাক না দে তা হলে বাংলার মাটিতে নারী নেতা থাকার দরকার নেই  	Personal
যতো সব ফাউল 	Personal
বালডা বাংলায় কইলে কি হেতির বাল ছোট হইয়া যাইত 	Personal
বাংলাদেশেও হিসাব করলে ভারতীয়দের সংখ্যা কম নয়	Geopolitical
শুধু ভারতেই নয়  পৃথিবীর যে কোন দেশেই দাঙ্গার জন্য তো তোদের ভাই গুলাই দায়ী বিশ্বাস না হলে ওয়ার্ল্ড বিশ্বের ক্রাইম রিপোর্ট্স দেখ  তোরা অন্ধের মতো সন্ত্রাসী দের পক্ষ নিস কেনো 	Geopolitical
কোন কোট আদালত বুঝিনা আগামি দিনের মধ্য তার ফাসি চাই যাতে অন্য বদরুলেরা সোজা হয়	Personal
 ভারতের সড়যন্ত্রে   পূর্ব পাকিস্তান পৃথক হয়ে যায় 	Geopolitical
 তখন কি আপনারা খমতাই থাকবেন আর খালেদা জিয়া খমতাই আসলে ত তাদেরকে সিটি জেনে দিবে পাসপোর্ট দিবে 	Personal
ধর্ষকরে মরছে বলে রেহানেকে ফাসি না দিয়ে পুরস্কৃত করা উচিৎ ছিল	Personal
বাংলাদেশকে ভারত সাহায্য করেছে এটা আমাদের জন্য অনেক ভালো তার জন্য কৃতজ্ঞতা প্রকাশ করছি কিন্তু এটা মনে রাখবেন ভারত সাহায্য করেছে শুধুমাত্র তাদের স্বার্থের জন্য 	Geopolitical
ভারত কে মারলে সবাই খুশি হব	Geopolitical
মিডিয়ার মানুষ গুলা আস্লেই নোংরা  সারাদিন সেক্স আর সেক্স  	Personal
আমি রাজাকারের যদি ছেলে হয় তোর মাকে জিগাইস তোই কার ছেলে	Political
 শুধু কাদের মোল্লা আর কামরুজ্জামানের ফাসি দিতে পারবে  কই রানা প্লাজার রানার কিছুই তো হয় না  এই ছেলে ও কিছু হবে না  বাংলাদেশে কোন সঠিক বিচার নাই  গণ জাগরন মঞ্চের লোকেরা এখন কই মোমবাতি মিছিল করবেন না  	Personal
ভারত পাকিস্তান কি করলো সেটা নিয়ে বাঙালী দের ঘুম হারাম হচ্ছে    এদিকে নিজেদের সিমান্তে রোহিঙ্গা এসে ফিরে যাচ্ছে সেদিকে নজর নেই  	Geopolitical
ভারত এভাবে মুসলিম হত্যা বিএসএফ দিয়ে বাংলাদেশী মুসলিম গরু ব্যবসায়ী হত্যা গরুর মাংস খাওয়ার দায় দেখিয়ে মুসলিম হত্যা আইন করে কুরবানি নিষিদ্ধ করা কাশ্মীরে মুসলিমদের ধর্ষণ করে হত্যা ও বাড়ির ভাংচুর করা সহ নানাভাবে সুসলিমদের উপর অত্যাচার নির্যাতন যুলুম করে চলছে তখন ভারত সরকারকে কে হুঁশিয়ারি দেয়  আর কে চোখ রাঙ্গায়ে কথা বলে   আগে ভারতকে উগ্রবাদীউগ্রপন্থী নীতি পরিহার করতে হবে    তারপর বাংলাদেশের উপর নজর রাখতে হবে   আমি হলফ করে বলতে পারি বাংলাদেশে হিন্দু সম্প্রদায়ের অতিতকালের সবথেকে নির	Geopolitical
মাহির আচরণে ছাগলের ৩ নাম্বার বাচ্চার মত লাগছে   	Political
খানকি মাগিদের কি সুন্দর ব্যবসা  	Gender abusive
কুত্তার গু মার্কা প্র্যাঙ্ক কল এর ভিডিও করে	Personal
 পাক রাজাকারের ধর্ষণজাত লোকের কাজ এটা 	Political
এই কুত্তার বাচ্চার বিচার ছারাই ফাসি দিয়ে দেয়া ওচিত	Personal
শালা পাকিস্তান একটা বোকাচুদা দেশ কেনো যে তারা ভারতে আক্রমণ করতে চায় ভারতে মানুষের বাড়িতে টয়লেট নেই তারা খোলা আকাশের নিচে হাগু করে যদি ঐ ভারতীয়রা পাকিস্তান সীমান্ত এলাকায় গিয়ে হাগু এবং মুতে দেয় তাহলে পাকিস্তানে বন্যা হয়ে যাবে	Geopolitical
কমিশনার টের পাইলে তুর গুয়া দিয়া গরম ডিম দিব  	Gender abusive
এদের মতন বেশ্যা মাগিদের জন্য সমাজে এত নুংরামী হয় 	Gender abusive
তোরে এক্কেবারে চোরের মতো লাগতেছে	Personal
খানকি মাগি  আমাদের ইসলাম ধর্ম নিয়া কোন কথা বলবি না  	Religious
চি নের সা থে ম নে হয় কোন দে শের সীমান্ত নেই হ্যা ভারত ই বোঝায় তার দে শের সীমা ন্তে প্র তি বে শি আছে	Geopolitical
ভারতীয় সৈনিকের মৃত্যু মানে বাংলাদেশের শহীদদের আত্বার শান্তী যারা ভারতীয় বিএসএফ এর গুলিতে বিনা দুষে মৃত্যু বরন করেছেন 	Geopolitical
আমরা ইরাক না আর আফগানিস্তান না  আমাদের দিকে চোখ দিলে চোখ দুটো তুলে শালা ট্রাম্প	Geopolitical
আসলে তোমার তো মা ও বোন নেই 	Personal
মনটায় চায়তাছে তরে পাবনার পাগলা গারদে নিয়ে চুদাই 	Personal
ছুরি একটা মাগি  	Personal
ইহুদীরা মানুষ খারাপ	Religious
আপনারা দেশকে ভালবাসেন না  আপনারা অনকে লোভি   	Political
মাগিরে কুত্তা দিয়ে চুদি  	Gender abusive
হায়রে মালু আরো কতকিছু করবি তোরা তারাতারি গজব আসবে মনে হয় তোদের উপর 	Religious
 জারা এগটনার সাথে জরিত তাদের ফাসি চাই 	Personal
খানকি মাগির পোলারে জুতা পেটা করতে হবে	Gender abusive
জারা প্রবাসে থাকে সুধু তারাই জানে পাকিস্তানিরা কত খারাপ	Geopolitical
 হা হা হা মালাউনরা বড্ড বাড়াবাড়ি করছে 	Religious
ইসি এই দায়িত্ব পালন করতে পারে না   	Political
সব চেয়ে নিকিষ্ট খারাব পাকিস্তানিরা	Geopolitical
সৌভিক তোর কালো পাছার দাগ টা কি গেছে 	Personal
 ভারতের সুপার ইস্টার মিস্টার মুদি আঙ্কেল আর বাংলাদেশের সুপার ইস্টার   হাসিনা খালেদা জিয়া এরসাদ কে 	Personal
 নয়াদিগন্ত দেখছি উলোট পালোট নিউজ দেয়  ভারতের ধারেকাছেও নেই পাকিস্তান  শুধু নয়াদিগন্তের হৃদয়ে পাকিস্তান ছিঃ নয়াদিগন্ত ছিঃ রাজাকারের পেপার নয়াদিগন্ত   	Political
 বাংলাদেশ করতে না পারলে রেন্ডিয়াও রান করতে পারতো না  	Geopolitical
কোন আবালে এই ব্যাখ্যা চুদাইছে  এমন কিছু হলে গোটা ভারতবর্ষেও থাকবে না   থাকলে সব জায়গায় থাকবে 	Geopolitical
আগামী ২৫ বৈশাখ থেকে হজরত রবীন্দ্রনাথ ঠাকুর (সালাল্লাহু - লাড়ালাপ্পা) র নামেও ওরশ পালন করিস  	Religious
কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন	Political
আওয়ামীলীগ চেতনাবাজ ব্যবসায়ীরা কোথায়  বাংলাদেশের দেশপ্রেমিক মুক্তিযোদ্ধারা মরলে আওয়ামীলীগ এর কি  আওয়ামীলীগ এর চেতনা শুধু আওয়ামীলীগ মুক্তিযোদ্ধা হিন্দু মুক্তিযোদ্ধা ভারতীয় মুক্তিযোদ্ধা দের জন্য চেতনা খাডা হয়ে যায়  যেমন আওয়ামীলীগ রাজাকার হাসিনার বেয়াই চেতনার ঠেলায় এখন ভুয়া মুক্তিযোদ্ধা হয়েগেছে 	Political
ইস কতোজনের যে জ্বলছে   ভারত নামটা শুনলেই যে ভুত দেখার মতো   তাও একজন না দুইজন   ভালোকিছু খবর ভারতের হলে হিংসায় তো জলবেই এদিকে এত প্রিয় মনিব পাকিস্তান নেই  	Geopolitical
মুমিন মেয়ে  নবির যৌনদাসি হলে ভাল মানাতো  আমিন    	Gender abusive
পৃথিবীতে সবচেয়ে বেশি নারী নির্যাতিত হচ্ছে ভারতে   কিন্তু কেন এই পরিস্থিতির সৃষ্টি হচ্ছে    তবে কি ভারতে নারীদের কোন মূল্য বা সম্মান নেই  নাকি   	Geopolitical
তারউপর এটা কেমন টাইটেল দিছস তোর ভিডিওর 	Personal
 এটা রেন্ডিয়ার মিডিয়া বা সরকার দেখবেনা  কারন বিজেপি যতবার সরকার গঠন করেছে ততবার ইন্ডিয়ার মুসলিমদের উপর নির্যাতন হয়েছে  বাংলাদেশ সরকারের উচিত এর জবাব চাওয়া  	Geopolitical
 বাংলাদেশের আদালত ইসলাম ধর্মীয় নেতা গুরু মাওলানা আলহাজ্ব জাতীয় পতাকাবাহী মন্ত্রীসহ বিখ্যাত সমাজসেবকদেরকে সন্ত্রাসীদের মতো ফাসির মঞ্চে মৃত্যুদন্ড কার্যকর করে জাতিকে কলংকমুক্ত ঘোষনা করার কারন কি  সৃষ্টিকর্তার ইচ্ছায় যদি সবকিছু নিয়ন্ত্রিত হয় তাহলে প্রশ্ন কেন নিশ্চয় তুমি ব্যতিক্রম করোনা অঙ্গীকার নামাজের পর কার বানী তার বিরুদ্ধে যেতে চান তবুও    	Personal
তুই প্রতিবাদ করতে দেখবী না হারামি কারণ তুই হলি মালাউনের বাচ্চা  মায়ানমারের রোহিঙ্গানের জন্য আমাদের বিশ্ববিদ্যালয়ের ছাত্ররা আন্দোলন করতাছি আর তুই মালাউনের বাচ্চারা ফেইসবুকে আইসা প্রতিবাদ মারাস  তোর মতো কিছু হারামি আছে যারা সারাদিন টয়লেটে বইসা হিন্দু মুসলিম বিভেদ লাগাস রোহিঙ্গাদের জন্য মিথ্যা মায়াকান্না কাদস  হারামির বাচ্চা	Religious
আমরা কি জাতি হিসেবে স্বার্থপর নই  সালে আমাদের দিনগুলো কত ভয়াবহ ছিল  প্রাণেনর ভয়ে লক্ষ লক্ষ শরনার্থী আশ্রয় নিয়েছিল প্রতিবেশী দেশ ভারত  ভারত প্রতিবেশীর অসহায়ত্বেরর যথেষ্ট সম্মান দেখিয়েছে  আজ আমরা মহা সুখে আছি তাই আমরা অতীত ভুলে গেছি  অথচ আমরাই মানবতার পক্ষে মর্মস্পর্শী লেকচার ঝাড়ি  তাই তো আজ মিয়ানমারের নির্যাতিত রোহিঙ্গা মুসলিমদের আশ্রয় না দিয়ে তাদের মৃত্যুর দিকে ঠেলে দিচ্ছি  আজব জাতি আমরা 	Geopolitical
যুদ্ধ চাই না কিন্তু ভারতকে সমর্থন করি এই দুইটি ব্যাকই আপনার কোনটা সত্য 	Geopolitical
সব জঙ্গি খানকিরপোলাদের আবাল চোদা যুক্তি	Gender abusive
খাচ্চর মানুষ গুলার খাচ্চর মার্কা কথাবার্তা 	Personal
মায়ানমারে আমার ভাইকে মারতেছে তার কোন খবর নেই ভারতের খবর নিয়ে নাচানাচি দালাল কোথাকার	Geopolitical
শেখ হাসিনা রাজাকারের বচ্চা তুর বোদা পাটামু মাগি চোইদ্দা তোর মাগিবাজ মজিবের কানডে রাইখা      পরে জয় রে দিয়া তোর বোদা চাটামু   আর তুর কুত্তা লীগ তুরে চাইট্টা খাইবো	Political
ওড়না তো রাখনাই তাহলে কাপড় লগে রাখার কি দরকার ছিল ওটাও খুইলাই ফালাইতা 	Gender abusive
যারা জামায়াত ইসলামির নতুন আমীর জনাব মকবুল আহমেদ কে রাজাকারের কমান্ডার বলে অপ্রপ্রচার করছেন কু রুচিপূর্ন ভাষা ব্যবহার করছেন	Political
শালা বাপ বেটা দুজনই রাজনৈতিক এতিম   	Political
বুজাগেল ভারতও বয়পায় বাংলাদেশ কে	Geopolitical
অ্যাটনি জেনারেল পদত্যাগ করলে রাজাকারদের ফাসি দেবে কে 	Political
